Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Avg>2.5,Avg<2.5,HomeResult,AwayResult
League Two,2022-12-29,Doncaster,Rochdale,4,3,L,3.0,2.0,H,9.0,5.0,4.0,3.0,10.0,12.0,6.0,3.0,0.0,1.0,0.0,0.0,2.12,1.68,W,L
League Two,2022-12-29,Grimsby,Salford,1,4,W,1.0,4.0,A,16.0,12.0,4.0,5.0,15.0,9.0,7.0,1.0,1.0,0.0,0.0,0.0,2.11,1.69,L,W
League Two,2022-12-29,Hartlepool,Mansfield,1,2,W,1.0,0.0,H,8.0,13.0,1.0,6.0,9.0,10.0,3.0,6.0,2.0,1.0,0.0,0.0,1.99,1.78,L,W
League Two,2022-12-29,Northampton,Swindon,1,2,W,0.0,1.0,A,16.0,11.0,8.0,4.0,11.0,12.0,15.0,3.0,2.0,3.0,0.0,0.0,1.93,1.83,L,W
League Two,2022-12-29,Sutton,Gillingham,2,1,L,1.0,0.0,H,14.0,10.0,3.0,2.0,9.0,12.0,5.0,1.0,2.0,1.0,0.0,0.0,2.64,1.46,W,L
League Two,2022-12-29,Walsall,Stockport,0,2,W,0.0,1.0,A,12.0,20.0,4.0,7.0,16.0,10.0,7.0,5.0,3.0,1.0,0.0,0.0,2.34,1.56,L,W
Championship,2022-12-29,Blackpool,Sheffield United,1,2,W,0.0,1.0,A,14.0,11.0,4.0,6.0,8.0,16.0,5.0,6.0,0.0,0.0,0.0,0.0,1.89,1.91,L,W
Portugal Prem,2022-12-29,Sp Lisbon,Pacos Ferreira,3,0,L,3.0,0.0,H,15.0,6.0,5.0,1.0,18.0,14.0,4.0,3.0,1.0,4.0,1.0,0.0,1.46,2.61,W,L
Championship,2022-12-29,QPR,Luton,0,3,W,0.0,1.0,A,8.0,6.0,2.0,5.0,10.0,20.0,6.0,2.0,0.0,4.0,0.0,0.0,2.12,1.72,L,W
Portugal Prem,2022-12-29,Sp Lisbon,Pacos Ferreira,3,0,L,3.0,0.0,H,15.0,6.0,5.0,1.0,18.0,14.0,4.0,3.0,1.0,4.0,1.0,0.0,1.46,2.61,W,L
League One,2022-12-29,Morecambe,Accrington,2,0,L,2.0,0.0,H,9.0,21.0,4.0,8.0,18.0,14.0,3.0,8.0,1.0,2.0,0.0,0.0,1.96,1.82,W,L
League One,2022-12-29,Bristol Rvs,Exeter,3,4,W,0.0,2.0,A,12.0,14.0,6.0,8.0,9.0,20.0,3.0,8.0,1.0,6.0,0.0,0.0,1.97,1.81,L,W
League One,2022-12-29,Barnsley,Fleetwood Town,2,1,L,0.0,0.0,D,12.0,3.0,5.0,1.0,16.0,11.0,2.0,3.0,5.0,1.0,0.0,0.0,1.93,1.84,W,L
League One,2022-12-29,Oxford,Charlton,3,1,L,2.0,0.0,H,16.0,10.0,5.0,3.0,16.0,14.0,4.0,3.0,0.0,3.0,0.0,0.0,1.83,1.94,W,L
G1,2022-12-29,Lamia,Giannina,1,1,D,0.0,0.0,D,6.0,8.0,1.0,1.0,21.0,17.0,5.0,2.0,4.0,2.0,0.0,0.0,2.29,1.6,D,D
G1,2022-12-29,Aris,Panetolikos,1,0,L,0.0,0.0,D,20.0,4.0,8.0,0.0,16.0,15.0,6.0,2.0,1.0,4.0,0.0,0.0,2.0,1.77,W,L
League One,2022-12-29,Peterboro,Milton Keynes Dons,2,0,L,1.0,0.0,H,16.0,5.0,6.0,2.0,12.0,11.0,7.0,2.0,3.0,2.0,0.0,0.0,1.82,1.96,W,L
Portugal Prem,2022-12-29,Gil Vicente,Santa Clara,1,0,L,1.0,0.0,H,14.0,10.0,5.0,1.0,17.0,14.0,4.0,9.0,3.0,2.0,0.0,0.0,2.17,1.68,W,L
League One,2022-12-29,Forest Green,Burton,1,2,W,0.0,1.0,A,8.0,7.0,2.0,3.0,9.0,16.0,6.0,7.0,1.0,3.0,0.0,0.0,1.88,1.89,L,W
League One,2022-12-30,Lincoln,Bolton,1,1,D,1.0,0.0,H,5.0,6.0,3.0,1.0,14.0,12.0,2.0,4.0,4.0,1.0,1.0,0.0,1.99,1.79,D,D
La Liga,2022-12-30,Valladolid,Real Madrid,0,2,W,0.0,0.0,D,14.0,19.0,4.0,8.0,7.0,9.0,5.0,9.0,2.0,0.0,1.0,0.0,1.58,2.4,L,W
League One,2022-12-30,Derby,Cambridge,1,0,L,0.0,0.0,D,14.0,9.0,6.0,2.0,13.0,11.0,2.0,4.0,2.0,3.0,0.0,0.0,1.96,1.81,W,L
League Two,2022-12-30,Newport County,Leyton Orient,0,0,D,0.0,0.0,D,7.0,7.0,2.0,2.0,11.0,10.0,3.0,6.0,1.0,1.0,0.0,0.0,2.29,1.58,D,D
League Two,2022-12-30,Stevenage,Crawley Town,3,1,L,2.0,0.0,H,24.0,8.0,7.0,2.0,9.0,9.0,7.0,5.0,1.0,0.0,0.0,0.0,1.81,1.94,W,L
La Liga,2022-12-30,Getafe,Mallorca,2,0,L,0.0,0.0,D,14.0,3.0,6.0,0.0,10.0,19.0,4.0,2.0,0.0,1.0,0.0,0.0,3.29,1.34,W,L
La Liga,2022-12-30,Cadiz,Almeria,1,1,D,0.0,1.0,A,12.0,18.0,6.0,9.0,7.0,14.0,3.0,2.0,2.0,0.0,0.0,0.0,2.25,1.66,D,D
Portugal Prem,2022-12-30,Sp Braga,Benfica,3,0,L,2.0,0.0,H,15.0,10.0,6.0,3.0,11.0,13.0,4.0,8.0,1.0,3.0,0.0,0.0,1.82,1.98,W,L
Portugal Prem,2022-12-30,Vizela,Guimaraes,3,0,L,1.0,0.0,H,9.0,16.0,4.0,3.0,18.0,12.0,1.0,5.0,5.0,3.0,0.0,0.0,2.13,1.7,W,L
La Liga,2022-12-30,Celta,Sevilla,1,1,D,1.0,0.0,H,17.0,7.0,5.0,5.0,11.0,13.0,5.0,6.0,2.0,4.0,0.0,1.0,2.2,1.69,D,D
Championship,2022-12-30,Swansea,Watford,4,0,L,1.0,0.0,H,15.0,4.0,7.0,3.0,14.0,11.0,4.0,2.0,4.0,2.0,0.0,0.0,2.11,1.72,W,L
Championship,2022-12-30,Norwich,Reading,1,1,D,0.0,0.0,D,11.0,11.0,5.0,4.0,17.0,7.0,8.0,7.0,3.0,2.0,0.0,0.0,1.97,1.84,D,D
Championship,2022-12-30,Birmingham,Hull,0,1,W,0.0,0.0,D,10.0,15.0,3.0,2.0,10.0,10.0,4.0,7.0,3.0,1.0,0.0,0.0,2.21,1.66,L,W
Portugal Prem,2022-12-30,Chaves,Famalicao,0,2,W,0.0,1.0,A,19.0,15.0,3.0,6.0,18.0,19.0,5.0,3.0,4.0,5.0,0.0,0.0,2.19,1.66,L,W
Premier League,2022-12-30,Liverpool,Leicester,2,1,L,2.0,1.0,H,21.0,7.0,5.0,2.0,8.0,15.0,4.0,5.0,0.0,1.0,0.0,0.0,1.44,2.8,W,L
Portugal Prem,2022-12-30,Sp Braga,Benfica,3,0,L,2.0,0.0,H,15.0,10.0,6.0,3.0,11.0,13.0,4.0,8.0,1.0,3.0,0.0,0.0,1.82,1.98,W,L
Portugal Prem,2022-12-30,Vizela,Guimaraes,3,0,L,1.0,0.0,H,9.0,16.0,4.0,3.0,18.0,12.0,1.0,5.0,5.0,3.0,0.0,0.0,2.13,1.7,W,L
Championship,2022-12-30,Stoke,Burnley,0,1,W,0.0,0.0,D,6.0,7.0,3.0,2.0,21.0,13.0,3.0,5.0,2.0,3.0,0.0,0.0,2.05,1.77,L,W
Portugal Prem,2022-12-30,Chaves,Famalicao,0,2,W,0.0,1.0,A,19.0,15.0,3.0,6.0,18.0,19.0,5.0,3.0,4.0,5.0,0.0,0.0,2.19,1.66,L,W
Premier League,2022-12-30,West Ham,Brentford,0,2,W,0.0,2.0,A,20.0,9.0,5.0,6.0,9.0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,1.93,1.89,L,W
Premier League,2022-12-31,Man City,Everton,1,1,D,1.0,0.0,H,16.0,2.0,3.0,1.0,13.0,14.0,7.0,1.0,3.0,4.0,0.0,0.0,1.38,3.04,D,D
Premier League,2022-12-31,Bournemouth,Crystal Palace,0,2,W,0.0,2.0,A,6.0,15.0,2.0,6.0,17.0,11.0,2.0,7.0,4.0,1.0,0.0,0.0,2.13,1.73,L,W
Premier League,2022-12-31,Wolves,Man United,0,1,W,0.0,0.0,D,10.0,16.0,3.0,6.0,11.0,11.0,7.0,5.0,1.0,3.0,0.0,0.0,1.97,1.86,L,W
Premier League,2022-12-31,Brighton,Arsenal,2,4,W,0.0,2.0,A,9.0,14.0,5.0,7.0,7.0,11.0,7.0,4.0,3.0,3.0,0.0,0.0,1.84,2.0,L,W
Premier League,2022-12-31,Newcastle,Leeds,0,0,D,0.0,0.0,D,16.0,8.0,5.0,1.0,13.0,19.0,9.0,3.0,3.0,5.0,0.0,0.0,1.64,2.29,D,D
La Liga,2022-12-31,Sociedad,Osasuna,2,0,L,1.0,0.0,H,9.0,11.0,2.0,3.0,10.0,15.0,3.0,2.0,1.0,1.0,0.0,0.0,2.28,1.64,W,L
La Liga,2022-12-31,Barcelona,Espanol,1,1,D,1.0,0.0,H,21.0,4.0,6.0,1.0,11.0,15.0,10.0,2.0,6.0,7.0,1.0,1.0,1.43,2.82,D,D
La Liga,2022-12-31,Villarreal,Valencia,2,1,L,1.0,1.0,D,14.0,13.0,8.0,4.0,12.0,16.0,5.0,2.0,1.0,3.0,0.0,0.0,1.91,1.91,W,L
Premier League,2022-12-31,Fulham,Southampton,2,1,L,1.0,0.0,H,8.0,9.0,2.0,3.0,8.0,13.0,4.0,4.0,0.0,1.0,0.0,0.0,1.74,2.11,W,L
League Two,2023-01-01,Bradford,Salford,3,2,L,2.0,1.0,H,14.0,13.0,6.0,3.0,16.0,14.0,4.0,6.0,4.0,2.0,0.0,0.0,2.07,1.71,W,L
League One,2023-01-01,Morecambe,Burton,5,0,L,2.0,0.0,H,18.0,7.0,11.0,0.0,12.0,8.0,8.0,2.0,1.0,1.0,0.0,0.0,1.91,1.86,W,L
Ligue 1,2023-01-01,Lyon,Clermont,0,1,W,0.0,0.0,D,13.0,13.0,2.0,3.0,21.0,13.0,7.0,4.0,1.0,3.0,0.0,0.0,1.62,2.31,L,W
League Two,2023-01-01,Walsall,Mansfield,2,1,L,1.0,0.0,H,11.0,18.0,3.0,2.0,8.0,10.0,5.0,4.0,2.0,2.0,0.0,0.0,2.12,1.67,W,L
League Two,2023-01-01,Sutton,AFC Wimbledon,2,1,L,1.0,1.0,D,15.0,6.0,10.0,4.0,15.0,12.0,2.0,2.0,1.0,1.0,0.0,0.0,2.34,1.56,W,L
Championship,2023-01-01,Millwall,Rotherham,3,0,L,1.0,0.0,H,26.0,5.0,12.0,1.0,9.0,12.0,10.0,1.0,1.0,1.0,0.0,0.0,2.07,1.75,W,L
Championship,2023-01-01,Huddersfield,Luton,1,2,W,1.0,1.0,D,6.0,9.0,3.0,5.0,14.0,15.0,1.0,1.0,1.0,3.0,0.0,0.0,2.2,1.67,L,W
Championship,2023-01-01,Coventry,Bristol City,1,1,D,1.0,1.0,D,16.0,9.0,6.0,2.0,10.0,10.0,6.0,11.0,3.0,2.0,0.0,0.0,1.96,1.85,D,D
Championship,2023-01-01,Blackpool,Sunderland,1,1,D,1.0,0.0,H,6.0,18.0,2.0,5.0,14.0,10.0,1.0,5.0,3.0,2.0,1.0,0.0,1.96,1.84,D,D
Championship,2023-01-01,Blackburn,Cardiff,1,0,L,0.0,0.0,D,10.0,11.0,4.0,3.0,6.0,9.0,3.0,9.0,3.0,2.0,0.0,0.0,2.14,1.71,W,L
League Two,2023-01-01,Hartlepool,Harrogate,3,3,D,1.0,1.0,D,20.0,11.0,6.0,5.0,4.0,11.0,2.0,4.0,1.0,1.0,0.0,0.0,1.94,1.82,D,D
League Two,2023-01-01,Colchester,Swindon,1,0,L,1.0,0.0,H,10.0,11.0,5.0,4.0,12.0,12.0,4.0,6.0,3.0,2.0,0.0,0.0,2.06,1.72,W,L
League One,2023-01-01,Bristol Rvs,Cheltenham,2,1,L,2.0,0.0,H,10.0,20.0,3.0,4.0,9.0,11.0,5.0,6.0,1.0,1.0,0.0,0.0,1.86,1.9,W,L
Ligue 1,2023-01-01,Lens,Paris SG,3,1,L,2.0,1.0,H,10.0,16.0,4.0,6.0,16.0,12.0,3.0,7.0,2.0,3.0,0.0,0.0,1.73,2.13,W,L
League Two,2023-01-01,Grimsby,Stockport,1,0,L,0.0,0.0,D,14.0,12.0,3.0,2.0,15.0,8.0,2.0,10.0,2.0,0.0,0.0,0.0,2.0,1.75,W,L
League One,2023-01-01,Forest Green,Port Vale,1,3,W,1.0,0.0,H,10.0,18.0,1.0,4.0,12.0,14.0,2.0,8.0,3.0,3.0,0.0,0.0,2.03,1.76,L,W
League One,2023-01-01,Peterboro,Wycombe,0,3,W,0.0,1.0,A,25.0,13.0,7.0,7.0,8.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,1.86,1.9,L,W
League One,2023-01-01,Plymouth,Milton Keynes Dons,3,1,L,2.0,1.0,H,10.0,10.0,6.0,4.0,10.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0,1.86,1.9,W,L
League One,2023-01-01,Portsmouth,Charlton,1,3,W,1.0,1.0,D,11.0,14.0,4.0,4.0,15.0,7.0,7.0,6.0,1.0,2.0,1.0,0.0,1.92,1.85,L,W
League One,2023-01-01,Shrewsbury,Fleetwood Town,0,3,W,0.0,2.0,A,6.0,15.0,0.0,4.0,15.0,11.0,8.0,3.0,1.0,1.0,1.0,0.0,2.17,1.65,L,W
League Two,2023-01-01,Doncaster,Carlisle,2,1,L,1.0,0.0,H,17.0,7.0,4.0,2.0,8.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,2.04,1.73,W,L
Premier League,2023-01-01,Nott'm Forest,Chelsea,1,1,D,0.0,1.0,A,12.0,7.0,5.0,2.0,16.0,14.0,1.0,2.0,2.0,2.0,0.0,0.0,1.96,1.85,D,D
Premier League,2023-01-01,Tottenham,Aston Villa,0,2,W,0.0,0.0,D,6.0,13.0,2.0,4.0,15.0,10.0,5.0,3.0,4.0,3.0,0.0,0.0,1.77,2.06,L,W
Ligue 1,2023-01-01,Angers,Lorient,1,2,W,1.0,0.0,H,14.0,10.0,6.0,5.0,16.0,9.0,7.0,7.0,3.0,0.0,0.0,0.0,1.9,1.92,L,W
Ligue 1,2023-01-01,Monaco,Brest,1,0,L,0.0,0.0,D,17.0,13.0,5.0,6.0,23.0,14.0,7.0,5.0,3.0,4.0,0.0,0.0,1.55,2.45,W,L
Ligue 1,2023-01-01,Nantes,Auxerre,1,0,L,0.0,0.0,D,10.0,14.0,3.0,6.0,10.0,19.0,3.0,7.0,1.0,2.0,0.0,0.0,1.93,1.89,W,L
Ligue 1,2023-01-01,Toulouse,Ajaccio,2,0,L,0.0,0.0,D,11.0,1.0,4.0,0.0,15.0,15.0,5.0,2.0,3.0,1.0,0.0,0.0,2.02,1.81,W,L
League One,2023-01-01,Oxford,Exeter,0,1,W,0.0,0.0,D,20.0,9.0,5.0,4.0,4.0,15.0,11.0,4.0,1.0,4.0,0.0,0.0,1.94,1.83,L,W
League Two,2023-01-01,Crewe,Tranmere,1,0,L,1.0,0.0,H,11.0,22.0,3.0,3.0,7.0,7.0,5.0,13.0,1.0,1.0,0.0,0.0,2.18,1.64,W,L
League Two,2023-01-02,Barrow,Rochdale,0,0,D,0.0,0.0,D,17.0,4.0,2.0,0.0,11.0,15.0,3.0,2.0,1.0,3.0,0.0,0.0,2.17,1.63,D,D
League Two,2023-01-02,Newport County,Crawley Town,2,2,D,0.0,1.0,A,18.0,14.0,7.0,6.0,6.0,14.0,6.0,1.0,1.0,3.0,0.0,0.0,2.05,1.72,D,D
Championship,2023-01-02,West Brom,Reading,1,0,L,0.0,0.0,D,17.0,7.0,4.0,2.0,11.0,12.0,6.0,3.0,1.0,4.0,0.0,0.0,1.92,1.88,W,L
Championship,2023-01-02,QPR,Sheffield United,1,1,D,1.0,0.0,H,15.0,15.0,2.0,6.0,11.0,13.0,8.0,6.0,2.0,2.0,0.0,0.0,2.12,1.72,D,D
League Two,2023-01-02,Northampton,Leyton Orient,1,0,L,0.0,0.0,D,8.0,7.0,4.0,1.0,14.0,16.0,6.0,6.0,3.0,2.0,0.0,1.0,2.23,1.61,W,L
Championship,2023-01-02,Birmingham,Middlesbrough,1,3,W,0.0,0.0,D,9.0,18.0,1.0,8.0,10.0,8.0,9.0,8.0,1.0,2.0,0.0,0.0,2.11,1.73,L,W
Championship,2023-01-02,Norwich,Watford,0,1,W,0.0,0.0,D,15.0,12.0,1.0,3.0,9.0,17.0,8.0,3.0,2.0,3.0,0.0,0.0,1.96,1.84,L,W
Championship,2023-01-02,Stoke,Preston,0,1,W,0.0,0.0,D,15.0,9.0,3.0,2.0,13.0,6.0,4.0,7.0,4.0,4.0,0.0,0.0,2.18,1.68,L,W
Championship,2023-01-02,Swansea,Burnley,1,2,W,1.0,2.0,A,10.0,8.0,3.0,3.0,7.0,12.0,4.0,5.0,3.0,5.0,0.0,0.0,2.03,1.78,L,W
Premier League,2023-01-02,Brentford,Liverpool,3,1,L,2.0,0.0,H,10.0,16.0,7.0,6.0,5.0,8.0,4.0,9.0,1.0,3.0,0.0,0.0,1.6,2.37,W,L
League Two,2023-01-02,Stevenage,Gillingham,1,0,L,1.0,0.0,H,10.0,6.0,3.0,2.0,11.0,20.0,2.0,2.0,3.0,1.0,0.0,0.0,2.12,1.67,W,L
Championship,2023-01-02,Wigan,Hull,1,4,W,0.0,1.0,A,6.0,9.0,1.0,4.0,10.0,8.0,7.0,5.0,1.0,2.0,0.0,0.0,2.07,1.75,L,W
Scottish Prem,2023-01-02,Aberdeen,Ross County,0,0,D,0.0,0.0,D,22.0,7.0,6.0,1.0,5.0,12.0,11.0,1.0,0.0,4.0,0.0,0.0,1.92,1.85,D,D
Ligue 1,2023-01-02,Strasbourg,Troyes,2,3,W,1.0,2.0,A,17.0,9.0,7.0,5.0,10.0,12.0,3.0,1.0,1.0,2.0,0.0,0.0,1.81,2.01,L,W
League One,2023-01-02,Derby,Accrington,4,0,L,3.0,0.0,H,15.0,5.0,6.0,3.0,14.0,12.0,6.0,5.0,3.0,3.0,1.0,0.0,1.88,1.88,W,L
League One,2023-01-02,Barnsley,Bolton,0,3,W,0.0,2.0,A,9.0,14.0,3.0,3.0,12.0,11.0,3.0,8.0,0.0,2.0,1.0,0.0,2.08,1.7,L,W
Ligue 1,2023-01-02,Lille,Reims,1,1,D,1.0,0.0,H,14.0,9.0,5.0,6.0,8.0,12.0,5.0,1.0,1.0,1.0,0.0,0.0,1.78,2.05,D,D
Ligue 1,2023-01-02,Montpellier,Marseille,1,2,W,0.0,0.0,D,8.0,18.0,1.0,9.0,10.0,14.0,5.0,7.0,2.0,2.0,0.0,1.0,1.67,2.21,L,W
Ligue 1,2023-01-02,Rennes,Nice,2,1,L,1.0,1.0,D,20.0,7.0,5.0,3.0,16.0,7.0,5.0,2.0,1.0,1.0,0.0,0.0,1.82,2.01,W,L
Scottish Prem,2023-01-02,Rangers,Celtic,2,2,D,0.0,1.0,A,15.0,8.0,5.0,2.0,11.0,13.0,5.0,4.0,1.0,1.0,0.0,0.0,1.67,2.18,D,D
Scottish Prem,2023-01-02,Hearts,Hibernian,3,0,L,2.0,0.0,H,9.0,14.0,5.0,4.0,10.0,14.0,3.0,4.0,2.0,3.0,0.0,0.0,1.73,2.07,W,L
Scottish Prem,2023-01-02,Kilmarnock,St Mirren,0,0,D,0.0,0.0,D,12.0,6.0,3.0,0.0,8.0,11.0,6.0,4.0,2.0,3.0,0.0,1.0,2.16,1.67,D,D
Scottish Prem,2023-01-02,Livingston,Motherwell,1,1,D,1.0,1.0,D,11.0,16.0,6.0,5.0,8.0,15.0,5.0,4.0,3.0,2.0,0.0,0.0,2.1,1.71,D,D
Scottish Prem,2023-01-02,St Johnstone,Dundee United,0,1,W,0.0,0.0,D,8.0,10.0,2.0,2.0,13.0,8.0,3.0,2.0,3.0,1.0,0.0,0.0,2.08,1.72,L,W
League One,2023-01-02,Lincoln,Ipswich,1,1,D,0.0,0.0,D,2.0,21.0,1.0,8.0,9.0,12.0,3.0,9.0,2.0,1.0,1.0,0.0,1.87,1.88,D,D
League One,2023-01-02,Sheffield Weds,Cambridge,5,0,L,2.0,0.0,H,25.0,10.0,8.0,2.0,11.0,5.0,6.0,3.0,0.0,1.0,0.0,0.0,1.66,2.17,W,L
G1,2023-01-03,OFI Crete,Volos NFC,0,0,D,0.0,0.0,D,22.0,12.0,7.0,3.0,16.0,14.0,8.0,1.0,3.0,2.0,0.0,0.0,2.15,1.67,D,D
Premier League,2023-01-03,Man United,Bournemouth,3,0,L,1.0,0.0,H,18.0,7.0,6.0,4.0,13.0,7.0,6.0,5.0,0.0,3.0,0.0,0.0,1.54,2.48,W,L
Premier League,2023-01-03,Leicester,Fulham,0,1,W,0.0,1.0,A,15.0,11.0,6.0,2.0,12.0,11.0,6.0,3.0,2.0,6.0,0.0,0.0,1.74,2.11,L,W
Premier League,2023-01-03,Everton,Brighton,1,4,W,0.0,1.0,A,10.0,19.0,4.0,8.0,8.0,10.0,5.0,2.0,3.0,1.0,0.0,0.0,1.99,1.84,L,W
Premier League,2023-01-03,Arsenal,Newcastle,0,0,D,0.0,0.0,D,17.0,8.0,4.0,1.0,10.0,16.0,5.0,5.0,4.0,4.0,0.0,0.0,1.8,2.04,D,D
G1,2023-01-03,Ionikos,Olympiakos,0,2,W,0.0,2.0,A,2.0,15.0,1.0,5.0,11.0,16.0,1.0,8.0,1.0,2.0,0.0,0.0,1.78,1.99,L,W
G1,2023-01-03,Giannina,AEK,2,1,L,2.0,0.0,H,5.0,21.0,2.0,5.0,10.0,15.0,0.0,6.0,3.0,1.0,0.0,0.0,1.93,1.84,W,L
G1,2023-01-03,Levadeiakos,Panathinaikos,0,1,W,0.0,1.0,A,14.0,8.0,4.0,3.0,17.0,12.0,4.0,5.0,1.0,0.0,0.0,0.0,2.14,1.67,L,W
Serie A,2023-01-04,Udinese,Empoli,1,1,D,0.0,1.0,A,21.0,6.0,3.0,1.0,15.0,14.0,8.0,1.0,2.0,3.0,0.0,1.0,1.69,2.19,D,D
Serie A,2023-01-04,Inter,Napoli,1,0,L,0.0,0.0,D,6.0,9.0,1.0,2.0,12.0,7.0,5.0,4.0,3.0,2.0,0.0,0.0,1.69,2.19,W,L
Serie A,2023-01-04,Fiorentina,Monza,1,1,D,1.0,0.0,H,22.0,10.0,6.0,3.0,11.0,13.0,9.0,1.0,1.0,3.0,0.0,0.0,1.88,1.94,D,D
Serie A,2023-01-04,Cremonese,Juventus,0,1,W,0.0,0.0,D,13.0,19.0,3.0,8.0,12.0,12.0,3.0,8.0,5.0,3.0,0.0,0.0,1.98,1.85,L,W
Serie A,2023-01-04,Sassuolo,Sampdoria,1,2,W,0.0,2.0,A,16.0,9.0,4.0,4.0,16.0,19.0,9.0,1.0,2.0,3.0,0.0,0.0,1.93,1.89,L,W
Serie A,2023-01-04,Lecce,Lazio,2,1,L,0.0,1.0,A,11.0,8.0,4.0,2.0,16.0,13.0,4.0,3.0,3.0,2.0,0.0,0.0,2.3,1.63,W,L
Serie A,2023-01-04,Spezia,Atalanta,2,2,D,2.0,0.0,H,7.0,19.0,3.0,3.0,11.0,11.0,3.0,8.0,3.0,3.0,0.0,0.0,1.73,2.13,D,D
Serie A,2023-01-04,Torino,Verona,1,1,D,0.0,1.0,A,9.0,10.0,3.0,2.0,7.0,17.0,6.0,3.0,1.0,1.0,0.0,0.0,2.0,1.82,D,D
Serie A,2023-01-04,Salernitana,Milan,1,2,W,0.0,2.0,A,8.0,16.0,1.0,10.0,21.0,13.0,6.0,2.0,4.0,1.0,0.0,0.0,1.74,2.11,L,W
Serie A,2023-01-04,Roma,Bologna,1,0,L,1.0,0.0,H,14.0,10.0,4.0,2.0,10.0,10.0,3.0,3.0,2.0,3.0,0.0,0.0,2.04,1.79,W,L
Premier League,2023-01-04,Aston Villa,Wolves,1,1,D,0.0,1.0,A,13.0,10.0,4.0,3.0,6.0,12.0,7.0,8.0,1.0,3.0,0.0,0.0,2.05,1.78,D,D
Premier League,2023-01-04,Leeds,West Ham,2,2,D,1.0,1.0,D,14.0,15.0,6.0,2.0,11.0,18.0,8.0,1.0,3.0,1.0,0.0,0.0,1.79,2.04,D,D
Premier League,2023-01-04,Southampton,Nott'm Forest,0,1,W,0.0,1.0,A,8.0,11.0,0.0,1.0,14.0,17.0,6.0,2.0,2.0,2.0,0.0,0.0,2.02,1.8,L,W
G1,2023-01-04,Asteras Tripolis,Lamia,3,0,L,3.0,0.0,H,14.0,15.0,5.0,5.0,15.0,14.0,3.0,2.0,3.0,3.0,0.0,0.0,2.48,1.5,W,L
Premier League,2023-01-04,Crystal Palace,Tottenham,0,4,W,0.0,0.0,D,19.0,14.0,4.0,6.0,11.0,8.0,10.0,4.0,1.0,2.0,0.0,0.0,1.88,1.93,L,W
G1,2023-01-04,Panetolikos,Atromitos,2,0,L,0.0,0.0,D,15.0,6.0,5.0,1.0,14.0,4.0,8.0,2.0,4.0,1.0,0.0,1.0,2.28,1.6,W,L
G1,2023-01-04,PAOK,Aris,1,0,L,1.0,0.0,H,13.0,6.0,5.0,0.0,13.0,20.0,9.0,2.0,4.0,1.0,0.0,0.0,2.18,1.65,W,L
Premier League,2023-01-05,Chelsea,Man City,0,1,W,0.0,0.0,D,8.0,12.0,2.0,3.0,9.0,9.0,3.0,2.0,2.0,0.0,0.0,0.0,1.79,2.04,L,W
Portugal Prem,2023-01-05,Santa Clara,Sp Braga,0,4,W,0.0,2.0,A,3.0,26.0,0.0,13.0,15.0,14.0,1.0,6.0,1.0,1.0,0.0,0.0,1.91,1.88,L,W
Portugal Prem,2023-01-05,Santa Clara,Sp Braga,0,4,W,0.0,2.0,A,3.0,26.0,0.0,13.0,15.0,14.0,1.0,6.0,1.0,1.0,0.0,0.0,1.91,1.88,L,W
Portugal Prem,2023-01-06,Benfica,Portimonense,1,0,L,1.0,0.0,H,27.0,1.0,12.0,0.0,11.0,15.0,12.0,2.0,0.0,2.0,0.0,0.0,1.43,2.79,W,L
Portugal Prem,2023-01-06,Famalicao,Vizela,2,1,L,1.0,0.0,H,9.0,7.0,3.0,4.0,14.0,11.0,6.0,4.0,3.0,6.0,0.0,0.0,2.25,1.64,W,L
Portugal Prem,2023-01-06,Benfica,Portimonense,1,0,L,1.0,0.0,H,27.0,1.0,12.0,0.0,11.0,15.0,12.0,2.0,0.0,2.0,0.0,0.0,1.43,2.79,W,L
Portugal Prem,2023-01-06,Famalicao,Vizela,2,1,L,1.0,0.0,H,9.0,7.0,3.0,4.0,14.0,11.0,6.0,4.0,3.0,6.0,0.0,0.0,2.25,1.64,W,L
Belgian Pro,2023-01-06,Standard,St Truiden,1,1,D,0.0,0.0,D,6.0,9.0,1.0,3.0,11.0,13.0,9.0,2.0,0.0,2.0,0.0,0.0,2.27,1.63,D,D
Eredivisie,2023-01-06,Twente,FC Emmen,2,0,L,1.0,0.0,H,20.0,5.0,3.0,1.0,9.0,10.0,11.0,3.0,1.0,2.0,0.0,0.0,1.83,1.98,W,L
La Liga 2,2023-01-06,Ponferradina,Villarreal B,2,1,L,0.0,1.0,A,15.0,5.0,6.0,3.0,14.0,8.0,5.0,3.0,3.0,2.0,0.0,1.0,2.19,1.67,W,L
La Liga,2023-01-06,Valencia,Cadiz,0,1,W,0.0,1.0,A,11.0,6.0,2.0,2.0,14.0,21.0,13.0,2.0,5.0,6.0,0.0,0.0,1.9,1.93,L,W
